contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY250917C00657000,2025-09-12 20:13:41+00:00,657.0,3.25,3.22,3.25,-0.69000006,-17.512691,4865,626,0.11078770080566405,True,REGULAR,USD
SPY250917C00658000,2025-09-12 20:14:43+00:00,658.0,2.65,2.64,2.66,-0.6299999,-19.207314,5136,1542,0.10724769714355468,False,REGULAR,USD
SPY250917C00659000,2025-09-12 20:14:19+00:00,659.0,2.11,2.12,2.14,-0.69000006,-24.642859,3669,947,0.10419596984863279,False,REGULAR,USD
SPY250917C00660000,2025-09-12 20:14:53+00:00,660.0,1.68,1.67,1.69,-0.63,-27.272728,4604,4333,0.10163251892089843,False,REGULAR,USD
SPY250917C00661000,2025-09-12 20:14:32+00:00,661.0,1.27,1.28,1.3,-0.6,-32.085564,1122,1384,0.09906906799316406,False,REGULAR,USD
SPY250917C00662000,2025-09-12 20:14:32+00:00,662.0,0.97,0.96,0.98,-0.53999996,-35.761585,3708,1509,0.09693285888671876,False,REGULAR,USD
SPY250917C00663000,2025-09-12 20:14:16+00:00,663.0,0.7,0.7,0.72,-0.49000007,-41.176476,1816,896,0.09497975341796877,False,REGULAR,USD
SPY250917C00664000,2025-09-12 20:13:47+00:00,664.0,0.52,0.5,0.52,-0.41000003,-44.086025,1709,815,0.09351492431640626,False,REGULAR,USD
SPY250917C00665000,2025-09-12 20:13:17+00:00,665.0,0.37,0.36,0.37,-0.35000002,-48.611115,1544,5105,0.09253837158203124,False,REGULAR,USD
SPY250917C00666000,2025-09-12 20:14:31+00:00,666.0,0.26,0.25,0.26,-0.25,-49.019608,1060,2616,0.09180595703125,False,REGULAR,USD
SPY250917C00667000,2025-09-12 20:14:16+00:00,667.0,0.18,0.17,0.18,-0.20999998,-53.84615,381,1531,0.0913176806640625,False,REGULAR,USD
SPY250917C00668000,2025-09-12 20:10:28+00:00,668.0,0.1,0.11,0.12,-0.19,-65.51724,303,226,0.090829404296875,False,REGULAR,USD
SPY250917C00669000,2025-09-12 20:14:53+00:00,669.0,0.08,0.07,0.08,-0.14,-63.636364,302,332,0.0903411279296875,False,REGULAR,USD
SPY250917C00670000,2025-09-12 20:14:47+00:00,670.0,0.06,0.05,0.06,-0.11,-64.70588,1453,7404,0.0922942333984375,False,REGULAR,USD
SPY250917C00680000,2025-09-12 19:52:24+00:00,680.0,0.01,0.0,0.01,-0.02,-66.66667,128,380,0.1211025390625,False,REGULAR,USD
